Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
40763 , -1.85 , -0.31 , 59.13 , 11.00 , 147 , 82.99
40828 , -4.38 , -0.63 , 59.13 , 9.25 , 147 , 82.03
40895 , 0.44 , -2.06 , 58.38 , 9.50 , 145 , 82.93
40961 , -0.17 , 2.75 , 59.13 , 11.00 , 147 , 83.27
41026 , -2.56 , 2.41 , 58.25 , 9.25 , 145 , 82.33
41093 , -2.91 , 0.51 , 56.38 , 10.75 , 140 , 82.70
41158 , 4.04 , -0.48 , 58.25 , 0.75 , 145 , 80.92
41225 , 1.34 , -0.98 , 59.13 , 10.75 , 147 , 83.45
41290 , 3.07 , -0.13 , 59.25 , 11.00 , 148 , 83.82
41356 , -0.67 , -0.38 , 58.25 , -19.50 , 145 , 74.03
41422 , 6.05 , 1.90 , 59.13 , -39.25 , 147 , 69.25
41488 , 16.34 , -2.67 , 59.13 , -32.00 , 147 , 73.18
41554 , 33.01 , 0.64 , 57.13 , 10.75 , 142 , 89.04
41620 , 32.61 , -0.22 , 59.00 , 9.50 , 147 , 88.40
41687 , -2.88 , 0.34 , 58.38 , 9.25 , 145 , 82.28
41752 , -6.97 , 3.13 , 56.38 , 11.00 , 140 , 82.06
41818 , -8.41 , -0.54 , 58.38 , 3.50 , 145 , 79.60
41884 , -1.03 , 0.51 , 59.13 , 11.00 , 147 , 83.12
41950 , 4.14 , -2.04 , 58.25 , 9.50 , 145 , 83.56
42016 , 10.07 , -1.20 , 59.13 , 11.00 , 147 , 85.01
42082 , -1.94 , 2.92 , 59.13 , 11.00 , 147 , 82.97
42148 , -6.97 , -0.94 , 58.38 , 9.25 , 145 , 81.57
42214 , -2.00 , -0.23 , 56.25 , 11.00 , 140 , 82.94
42279 , 6.64 , -2.29 , 58.38 , 3.50 , 145 , 82.20
42346 , -1.15 , -2.42 , 59.13 , 11.00 , 147 , 83.11
42412 , -3.75 , 2.18 , 55.50 , 9.25 , 138 , 82.09
42478 , 2.58 , 1.57 , 58.50 , 3.75 , 146 , 81.57
42544 , 4.73 , 0.57 , 59.13 , 11.00 , 147 , 84.11
42609 , -1.54 , -0.96 , 58.38 , 9.50 , 145 , 82.58
42676 , -2.99 , 0.02 , 59.13 , 11.00 , 147 , 82.79
42741 , 3.03 , -3.86 , 58.38 , 9.50 , 145 , 83.37
42808 , 5.03 , -0.95 , 59.13 , 11.00 , 147 , 84.16
42873 , -1.60 , 0.31 , 56.25 , 10.50 , 140 , 82.86
42940 , -0.41 , -1.16 , 58.38 , 3.50 , 145 , 80.98
43005 , 3.32 , -1.14 , 59.13 , 11.00 , 147 , 83.86
43071 , 2.77 , 3.07 , 58.38 , 9.25 , 145 , 83.25
43138 , -1.72 , 0.98 , 59.25 , 11.00 , 148 , 83.01
43203 , 2.93 , -2.02 , 58.25 , 9.50 , 145 , 83.36
43270 , 8.05 , -1.81 , 59.13 , 9.75 , 147 , 84.29
43335 , 1.23 , 0.83 , 59.13 , 11.00 , 147 , 83.51
43402 , -4.57 , 2.28 , 58.38 , 10.00 , 145 , 82.21
43467 , 0.18 , 0.67 , 59.13 , 29.50 , 147 , 88.88
43533 , 4.70 , -2.61 , 55.63 , 35.25 , 139 , 91.42
43599 , -15.15 , -3.59 , 59.13 , 5.00 , 147 , 78.92
43665 , -27.74 , -0.96 , 59.13 , 9.25 , 147 , 78.06
43731 , -2.58 , -0.77 , 58.38 , 9.50 , 145 , 82.40
43797 , 14.26 , 0.45 , 59.13 , 11.00 , 147 , 85.73
43863 , 7.31 , -1.15 , 58.38 , 9.50 , 145 , 84.11
43929 , -4.86 , -1.51 , 59.13 , 11.00 , 147 , 82.47
43995 , 0.03 , -0.74 , 57.00 , 9.25 , 142 , 82.78
44061 , -2.37 , 1.21 , 59.13 , 11.00 , 147 , 82.90
44127 , -4.17 , -0.52 , 59.13 , 11.00 , 147 , 82.59
44193 , -2.95 , -0.54 , 55.63 , 9.50 , 139 , 82.32
44259 , 4.40 , -0.34 , 59.13 , 5.25 , 147 , 82.32
44324 , -1.11 , -2.99 , 58.38 , 9.50 , 145 , 82.66
44391 , -4.42 , -0.27 , 59.13 , 11.00 , 147 , 82.55
44456 , -4.59 , -0.32 , 58.38 , 9.25 , 145 , 81.98
44523 , 4.35 , 3.63 , 58.25 , 9.25 , 145 , 83.52
44589 , 3.38 , -0.18 , 59.13 , 11.00 , 147 , 83.87
44654 , -2.58 , 0.48 , 55.38 , 9.25 , 138 , 82.31
44721 , -3.66 , -1.77 , 59.25 , 5.25 , 148 , 80.96
44786 , 7.11 , -0.51 , 58.25 , 9.25 , 145 , 84.00
44853 , 12.09 , -1.02 , 56.38 , 11.00 , 140 , 85.46
44918 , -5.73 , -1.29 , 59.13 , 5.50 , 147 , 80.68
44985 , -4.83 , -1.83 , 58.38 , 9.50 , 145 , 82.02
45050 , 5.35 , -2.36 , 59.13 , 11.00 , 147 , 84.21
45116 , 5.60 , -1.07 , 58.38 , 9.25 , 145 , 83.74
45182 , -3.68 , -3.41 , 59.13 , 11.00 , 147 , 82.67
45248 , 1.58 , -1.16 , 58.38 , 9.50 , 145 , 83.12
45315 , 1.72 , 0.77 , 56.13 , 9.25 , 140 , 83.08
45380 , -1.81 , 0.10 , 59.13 , 5.00 , 147 , 81.19
45446 , -3.12 , -1.14 , 58.25 , 9.25 , 145 , 82.24
45512 , 5.58 , -1.19 , 59.13 , 11.00 , 147 , 84.25
45578 , 6.69 , 1.40 , 58.38 , 9.50 , 145 , 84.00
45644 , -5.00 , 0.74 , 59.13 , 11.00 , 147 , 82.45
45710 , -4.01 , -0.57 , 59.13 , 9.25 , 147 , 82.09
45776 , 6.45 , -3.01 , 58.25 , 9.25 , 145 , 83.89
45842 , 1.74 , 2.87 , 59.00 , 12.50 , 147 , 84.05
45907 , -3.45 , 1.78 , 58.25 , 10.75 , 145 , 82.63
45974 , 0.63 , 0.25 , 56.38 , 12.25 , 140 , 83.79
46040 , 3.40 , -1.50 , 58.38 , 5.00 , 145 , 82.09
46106 , -1.45 , -5.48 , 59.13 , 12.50 , 147 , 83.50
46172 , -6.07 , 0.30 , 59.25 , 12.25 , 148 , 82.65
46238 , -1.38 , -1.33 , 58.38 , 10.75 , 145 , 82.99
46304 , 2.10 , -1.48 , 59.13 , 12.25 , 147 , 84.03
46369 , -2.26 , -0.42 , 58.38 , 10.75 , 145 , 82.84
46436 , -10.35 , -2.68 , 59.13 , 12.25 , 147 , 81.91
46501 , -0.41 , 2.90 , 58.38 , 10.75 , 145 , 83.15
46568 , 5.40 , -0.21 , 58.38 , 10.75 , 145 , 84.16
46633 , 3.72 , -0.30 , 56.38 , 12.25 , 140 , 84.34
46699 , -5.55 , -0.93 , 58.38 , 5.25 , 145 , 80.62
46766 , -0.38 , 0.25 , 59.25 , 17.50 , 148 , 85.19
46831 , 5.04 , -1.25 , 58.38 , 51.25 , 145 , 96.24
46898 , -2.07 , -0.60 , 59.13 , 13.00 , 147 , 83.55
46963 , -33.35 , 0.17 , 59.13 , 12.25 , 147 , 78.00
47030 , -19.92 , 1.21 , 58.38 , 10.75 , 145 , 79.79
47095 , 4.29 , -1.67 , 56.25 , 12.50 , 140 , 84.52
47161 , -1.76 , -0.71 , 58.38 , 4.75 , 145 , 81.12
47227 , -1.09 , -3.27 , 59.25 , 12.50 , 148 , 83.57
47293 , 0.76 , -0.19 , 55.50 , 10.75 , 138 , 83.36
47360 , -1.44 , 3.06 , 59.13 , 5.00 , 147 , 81.25
47425 , -2.62 , -0.47 , 59.13 , 12.50 , 147 , 83.31
47491 , 4.17 , 1.66 , 58.38 , -0.75 , 145 , 80.49
47557 , 3.72 , 0.18 , 59.13 , 13.00 , 147 , 84.53
47623 , -0.41 , 2.52 , 58.25 , 11.50 , 145 , 83.38
47689 , -2.13 , -0.69 , 59.13 , 13.00 , 147 , 83.54
47755 , -3.03 , 0.87 , 56.13 , 10.75 , 140 , 82.68
47821 , 1.47 , -0.38 , 58.38 , 5.50 , 145 , 81.90
47887 , -4.74 , 1.64 , 59.13 , -6.50 , 147 , 77.24
47952 , -4.18 , 0.03 , 58.38 , -27.50 , 145 , 71.03
48019 , 5.78 , 0.42 , 59.13 , 13.00 , 147 , 84.88
48084 , 28.50 , 0.84 , 58.38 , 11.50 , 145 , 88.36
48151 , 10.70 , -2.54 , 59.13 , 13.00 , 147 , 85.72
48217 , -6.62 , -0.56 , 59.13 , 12.75 , 147 , 82.70
48283 , -8.86 , 0.25 , 58.38 , 11.50 , 145 , 81.92
48349 , -2.39 , -1.80 , 59.13 , 12.75 , 147 , 83.42
48414 , 3.32 , -0.34 , 55.50 , 11.25 , 138 , 83.98
48481 , 5.05 , 1.22 , 59.13 , 7.00 , 147 , 82.96
48546 , 3.41 , 1.72 , 58.38 , 11.50 , 145 , 84.04
48613 , 3.91 , -3.03 , 58.25 , 11.25 , 145 , 84.05
48678 , 2.70 , -1.58 , 59.13 , 2.00 , 147 , 81.06
48744 , -1.99 , 1.19 , 58.38 , -26.25 , 145 , 71.78
48811 , 0.45 , -1.38 , 59.13 , 13.00 , 147 , 83.98
48876 , 27.55 , 1.82 , 58.38 , 11.50 , 145 , 88.20
48943 , 12.16 , -1.18 , 59.13 , 13.00 , 147 , 85.97
49008 , -7.80 , -0.59 , 59.13 , 13.00 , 147 , 82.57
49075 , -4.99 , -0.50 , 55.50 , 11.25 , 138 , 82.47
49140 , -0.32 , -1.25 , 59.13 , 7.25 , 147 , 82.12
49206 , -0.45 , 0.85 , 58.25 , 11.25 , 145 , 83.30
49272 , 0.79 , 0.67 , 59.13 , 13.00 , 147 , 84.03
49338 , 1.09 , 2.87 , 58.38 , 11.25 , 145 , 83.56
49404 , -1.66 , -0.59 , 58.63 , 11.50 , 146 , 83.17
49470 , -4.12 , -1.74 , 59.13 , 13.00 , 147 , 83.20
49537 , -3.79 , 1.19 , 55.38 , 11.25 , 138 , 82.69
49602 , -0.84 , -1.82 , 59.13 , 7.00 , 147 , 81.96
49668 , -9.03 , -1.81 , 58.38 , 11.50 , 145 , 81.89
49734 , 1.50 , 0.79 , 56.25 , 13.00 , 140 , 84.17
49800 , 0.04 , -4.30 , 59.13 , 7.50 , 147 , 82.26
49866 , 0.73 , 4.00 , 58.38 , 11.25 , 145 , 83.50
49932 , -1.15 , 0.00 , 59.13 , 13.00 , 147 , 83.70
49997 , 1.98 , 0.43 , 58.38 , 11.25 , 145 , 83.72
50064 , 0.45 , 3.30 , 59.13 , 13.00 , 147 , 83.98
50129 , -0.41 , -0.74 , 58.38 , 11.25 , 145 , 83.30
50196 , 2.77 , -0.95 , 56.25 , 11.50 , 140 , 83.94
50262 , 6.06 , -0.16 , 59.13 , 7.00 , 147 , 83.13
50328 , 0.69 , 0.57 , 58.38 , 13.25 , 145 , 84.09
50394 , 3.03 , 1.69 , 59.13 , 14.25 , 147 , 84.79
50459 , -2.80 , 0.34 , 58.38 , 11.75 , 145 , 83.04
50526 , 3.33 , -0.55 , 59.25 , 13.25 , 148 , 84.54
50591 , -1.41 , -2.29 , 59.13 , 11.75 , 147 , 83.29
50658 , -4.87 , -1.24 , 59.25 , 39.25 , 148 , 90.95
50723 , 0.03 , 1.65 , 59.13 , 13.00 , 147 , 83.90
50789 , -20.05 , 0.33 , 58.38 , 11.25 , 145 , 79.92
50855 , -16.89 , -3.90 , 56.25 , 13.00 , 140 , 80.88
50921 , 1.56 , 1.04 , 58.38 , 5.50 , 145 , 81.92
50988 , 2.99 , 0.76 , 59.13 , 13.00 , 147 , 84.41
51053 , 0.31 , -2.78 , 59.13 , 13.00 , 147 , 83.95
51120 , 0.42 , -0.27 , 58.38 , 11.50 , 145 , 83.52
51185 , 1.20 , -0.83 , 59.25 , -8.00 , 148 , 77.80
51251 , -0.21 , 0.39 , 58.38 , 11.50 , 145 , 83.41
51317 , 6.83 , -0.07 , 59.25 , 12.75 , 148 , 84.98
51383 , 3.50 , 0.90 , 58.25 , 11.50 , 145 , 84.05
51449 , -1.09 , -1.42 , 58.38 , 11.25 , 145 , 83.19
51515 , 0.95 , 0.87 , 56.38 , 13.00 , 140 , 84.07
51580 , -2.44 , 0.87 , 58.38 , 5.75 , 145 , 81.30
51647 , 0.49 , -2.18 , 59.13 , 13.00 , 147 , 83.98
51713 , 0.56 , -1.24 , 58.25 , 11.50 , 145 , 83.55
51779 , 2.78 , -0.01 , 59.13 , 13.00 , 147 , 84.37
51845 , 3.12 , 1.89 , 59.13 , 13.00 , 147 , 84.43
51911 , 2.44 , -0.38 , 58.38 , 11.25 , 145 , 83.80
51977 , 0.64 , 1.89 , 56.25 , 13.00 , 140 , 84.01
52042 , 0.23 , 2.42 , 58.38 , 5.25 , 145 , 81.61
52109 , -5.38 , 3.45 , 59.13 , 11.75 , 147 , 82.61
52174 , 1.43 , -1.78 , 55.63 , 5.50 , 139 , 81.91
52241 , 4.09 , -1.10 , 59.13 , 5.75 , 147 , 82.42
52306 , 4.04 , -0.27 , 59.13 , 12.75 , 147 , 84.51
52373 , 4.51 , 0.18 , 58.25 , 11.25 , 145 , 84.15
52439 , 0.24 , 3.59 , 59.13 , 13.00 , 147 , 83.94
52504 , 0.38 , -1.84 , 58.25 , -8.00 , 145 , 77.66
52571 , -1.44 , -1.17 , 59.13 , 11.00 , 147 , 83.05
52636 , 8.21 , -1.11 , 56.25 , 11.50 , 140 , 84.92
52703 , 7.38 , 0.08 , 58.38 , 5.00 , 145 , 82.77
52768 , -3.05 , -3.17 , 59.13 , 12.50 , 147 , 83.23
52834 , -1.78 , -1.08 , 58.38 , 10.75 , 145 , 82.92
52900 , -4.41 , -1.63 , 59.13 , 8.50 , 147 , 81.80
52966 , 5.06 , -4.07 , 58.38 , 10.75 , 145 , 84.10
53032 , -0.88 , 1.01 , 59.13 , 12.25 , 147 , 83.53
53098 , -3.14 , -2.71 , 59.13 , 12.25 , 147 , 83.14
53165 , -1.84 , -3.29 , 58.25 , 10.75 , 145 , 82.91
53230 , 2.05 , -1.34 , 59.25 , 12.25 , 148 , 84.02
53296 , 1.65 , -0.83 , 55.63 , 10.75 , 139 , 83.52
53362 , -1.00 , -3.78 , 59.13 , 6.50 , 147 , 81.78
53428 , -6.28 , -0.24 , 58.88 , 10.75 , 147 , 82.16
53494 , 2.49 , 1.08 , 58.38 , 10.75 , 145 , 83.65
53560 , 5.51 , -3.16 , 59.13 , 12.25 , 147 , 84.61
53625 , 4.26 , -3.25 , 58.38 , 11.00 , 145 , 84.03
53692 , -1.83 , -2.46 , 59.13 , 12.50 , 147 , 83.44
53757 , 0.67 , -2.80 , 58.38 , 10.75 , 145 , 83.34
53824 , 4.42 , 1.14 , 59.13 , 12.50 , 147 , 84.50
53890 , -2.22 , -0.71 , 59.13 , 12.25 , 147 , 83.30
53956 , -2.92 , 0.28 , 55.63 , 10.75 , 139 , 82.70
54022 , -3.61 , -0.43 , 59.13 , 6.75 , 147 , 81.41
54087 , 5.99 , 0.32 , 58.25 , 10.75 , 145 , 84.26
54154 , 1.68 , 2.88 , 59.13 , 12.25 , 147 , 83.96
54219 , 0.98 , -0.08 , 58.38 , 10.75 , 145 , 83.39
54286 , 0.64 , -0.90 , 59.13 , 11.00 , 147 , 83.41
54351 , 1.59 , -0.85 , 59.13 , 12.25 , 147 , 83.95
54418 , -1.78 , 0.21 , 55.38 , 10.75 , 138 , 82.90
54483 , 1.45 , -1.82 , 59.13 , 6.50 , 147 , 82.20
54549 , -0.08 , -3.84 , 58.38 , 10.75 , 145 , 83.21
54616 , -0.48 , -3.41 , 56.38 , 12.25 , 140 , 83.59
54681 , -2.86 , -0.66 , 59.13 , 6.75 , 147 , 81.54
54748 , 2.39 , 0.97 , 58.38 , 10.75 , 145 , 83.64
54813 , 7.99 , 0.01 , 59.13 , 12.50 , 147 , 85.11
54879 , 0.81 , -1.82 , 58.38 , 10.75 , 145 , 83.37
54945 , -6.11 , 1.32 , 59.13 , 12.25 , 147 , 82.64
55011 , -1.96 , 2.54 , 58.38 , 11.00 , 145 , 82.96
55077 , 2.98 , -4.24 , 56.25 , 11.25 , 140 , 83.91
55143 , -2.37 , -1.19 , 59.13 , 6.50 , 147 , 81.55
55209 , -3.91 , -0.82 , 58.38 , 11.50 , 145 , 82.78
55275 , 0.96 , -1.87 , 59.13 , 13.00 , 147 , 84.06
55341 , 11.85 , 1.94 , 58.38 , 5.75 , 145 , 83.77
55407 , -2.33 , -0.61 , 59.13 , 12.75 , 147 , 83.43
55473 , -5.41 , 0.19 , 59.00 , 11.25 , 147 , 82.46
55539 , -2.28 , -1.70 , 58.38 , 11.25 , 145 , 82.98
55605 , 6.92 , -5.51 , 59.13 , 13.00 , 147 , 85.08
55670 , -2.70 , -0.55 , 58.38 , 11.50 , 145 , 82.99
55737 , -6.12 , 2.41 , 56.25 , 13.00 , 140 , 82.81
55802 , 2.02 , -2.04 , 58.38 , 14.25 , 145 , 84.62
55869 , 3.15 , 1.64 , 59.13 , 36.75 , 147 , 91.56
55934 , -5.26 , 0.26 , 59.13 , 13.00 , 147 , 83.01
56001 , -21.08 , 1.87 , 58.25 , 11.50 , 145 , 79.82
56067 , -8.39 , 1.01 , 59.13 , 12.75 , 147 , 82.40
56132 , 1.23 , 0.40 , 58.38 , 11.50 , 145 , 83.66
56199 , -1.43 , 0.13 , 59.13 , 13.00 , 147 , 83.66
56264 , 4.89 , 4.39 , 58.38 , 11.25 , 145 , 84.22
56331 , 4.46 , 0.29 , 58.38 , 11.50 , 145 , 84.22
56396 , 0.11 , 2.26 , 56.38 , 13.00 , 140 , 83.92
56462 , -5.71 , 1.24 , 58.38 , 6.00 , 145 , 80.82
56528 , -4.64 , -0.41 , 59.13 , 0.75 , 147 , 79.44
56594 , 5.53 , -3.36 , 59.13 , -1.75 , 147 , 80.42
56660 , 8.47 , -2.11 , 59.13 , 13.00 , 147 , 85.34
56726 , 1.86 , 1.62 , 59.13 , 13.00 , 147 , 84.22
56793 , -1.04 , -0.31 , 58.25 , 11.25 , 145 , 83.20
56858 , -3.81 , 1.78 , 56.25 , 13.00 , 140 , 83.22
56924 , -9.72 , -1.28 , 58.38 , 5.25 , 145 , 79.90
56990 , -7.69 , 0.97 , 59.13 , 13.00 , 147 , 82.59
57056 , 11.59 , 0.70 , 55.63 , 11.25 , 139 , 85.46
57122 , 8.41 , 2.52 , 59.13 , 5.75 , 147 , 83.16
57188 , -10.98 , -1.68 , 59.13 , 13.00 , 147 , 82.03
57254 , -8.11 , 0.95 , 58.38 , 11.25 , 145 , 81.98
57320 , 3.03 , -3.36 , 59.13 , 13.00 , 147 , 84.41
57385 , 9.04 , 0.88 , 58.38 , 11.25 , 145 , 84.93
57452 , -3.71 , 2.27 , 59.13 , 13.00 , 147 , 83.27
57518 , -4.94 , 0.03 , 56.25 , 11.50 , 140 , 82.57
57584 , 1.95 , 0.14 , 58.38 , 5.50 , 145 , 81.99
57650 , 3.16 , -1.97 , 59.13 , 13.00 , 147 , 84.44
57715 , -2.04 , 0.33 , 58.38 , 11.25 , 145 , 83.02
57782 , 6.71 , 0.54 , 59.13 , 7.25 , 147 , 83.32
57847 , 1.77 , 3.54 , 58.38 , 11.25 , 145 , 83.68
57914 , 1.86 , 2.06 , 59.13 , 13.00 , 147 , 84.22
57979 , -3.10 , -0.68 , 59.13 , 13.00 , 147 , 83.37
58046 , 2.77 , -0.92 , 58.38 , 11.25 , 145 , 83.85
58112 , 3.67 , 0.81 , 59.13 , 13.00 , 147 , 84.52
58177 , -6.62 , -0.24 , 55.50 , 11.50 , 138 , 82.25
58244 , -5.92 , -1.75 , 59.13 , 7.00 , 147 , 81.09
58309 , 2.97 , -0.83 , 58.38 , 11.25 , 145 , 83.89
58376 , 6.59 , -2.45 , 58.38 , 11.25 , 145 , 84.51
58441 , -4.80 , -1.60 , 59.13 , 13.00 , 147 , 83.08
58507 , -2.22 , 0.81 , 58.38 , 11.25 , 145 , 82.99
58573 , 0.10 , 1.01 , 59.13 , 13.00 , 147 , 83.92
58639 , -0.29 , 0.01 , 58.38 , 11.25 , 145 , 83.33
58705 , -6.36 , -0.39 , 59.13 , 13.00 , 147 , 82.82
58771 , 0.68 , -0.76 , 59.25 , 12.75 , 148 , 83.94
58838 , 5.74 , -3.06 , 55.50 , 11.50 , 138 , 84.49
58903 , 3.94 , 4.52 , 59.13 , 7.25 , 147 , 82.84
58969 , -6.72 , -0.85 , 58.38 , 11.25 , 145 , 82.22
59035 , -2.03 , 3.85 , 59.13 , 13.00 , 147 , 83.55
59101 , 5.50 , -0.32 , 58.38 , 11.25 , 145 , 84.32
59167 , 2.34 , -0.84 , 59.13 , 11.50 , 147 , 83.85
59233 , -7.32 , -3.12 , 59.13 , 13.00 , 147 , 82.66
59299 , -2.70 , -1.84 , 55.38 , 11.25 , 138 , 82.89
59365 , 0.20 , -2.35 , 59.13 , 6.00 , 147 , 81.83
59430 , 2.74 , -2.46 , 58.38 , 1.50 , 145 , 80.92
59497 , -1.83 , 0.52 , 56.38 , -0.50 , 140 , 79.52
59563 , 5.78 , -2.06 , 59.13 , 5.00 , 147 , 82.48
59629 , 5.76 , -2.39 , 58.38 , 10.75 , 145 , 84.22
59695 , 10.90 , 1.61 , 59.13 , 12.50 , 147 , 85.60
59760 , -3.50 , 0.68 , 58.38 , 10.75 , 145 , 82.62
59827 , -0.28 , 1.65 , 59.13 , 12.25 , 147 , 83.63
59892 , -2.44 , 0.20 , 58.38 , 10.75 , 145 , 82.80
59959 , -3.86 , -2.98 , 56.25 , 12.00 , 140 , 82.91
60024 , 2.97 , -1.60 , 59.13 , 6.50 , 147 , 82.45
60091 , 6.90 , 0.14 , 58.38 , 10.75 , 145 , 84.41
60156 , 4.98 , -0.78 , 59.13 , 12.25 , 147 , 84.52
60222 , 0.60 , 0.86 , 58.38 , 5.25 , 145 , 81.68
60289 , 2.15 , -0.59 , 59.13 , 12.25 , 147 , 84.04
60354 , 5.38 , 0.90 , 59.13 , 10.75 , 147 , 84.14
60421 , 4.42 , -0.21 , 58.38 , 10.75 , 145 , 83.99
60486 , -2.47 , -3.34 , 59.13 , 12.50 , 147 , 83.33
60552 , 3.96 , -0.52 , 58.38 , 10.75 , 145 , 83.91
60618 , 1.01 , -2.82 , 56.38 , 12.25 , 140 , 83.85
60684 , 0.61 , -0.14 , 58.25 , 5.00 , 145 , 81.61
60750 , -4.29 , -4.14 , 59.13 , 12.25 , 147 , 82.95
60816 , 3.19 , -1.67 , 59.13 , 12.50 , 147 , 84.29
60882 , 5.69 , 0.77 , 58.25 , 10.75 , 145 , 84.21
60948 , 1.58 , 0.49 , 59.13 , 12.25 , 147 , 83.94
61014 , -3.75 , -1.66 , 58.25 , 10.75 , 145 , 82.58
61080 , -1.79 , 4.11 , 59.13 , 12.25 , 147 , 83.37
61146 , -2.87 , -4.24 , 58.38 , 10.75 , 145 , 82.73
61212 , 1.20 , 1.20 , 58.38 , 11.00 , 145 , 83.51
61278 , -1.14 , 0.12 , 56.38 , 12.25 , 140 , 83.47
61343 , 2.23 , 3.17 , 58.38 , 5.25 , 145 , 81.96
61410 , 1.56 , -1.53 , 59.13 , 12.25 , 147 , 83.94
61475 , 0.17 , 1.82 , 58.38 , 10.75 , 145 , 83.26
61542 , 6.76 , -6.23 , 59.13 , 12.50 , 147 , 84.90
61607 , 6.13 , 0.84 , 59.13 , 12.50 , 147 , 84.79
61674 , 9.21 , -0.12 , 58.38 , 10.75 , 145 , 84.81
61740 , -1.76 , -2.40 , 56.13 , 12.50 , 140 , 83.44
61805 , -3.40 , -2.97 , 58.38 , 5.75 , 145 , 81.14
61872 , -0.26 , 0.20 , 59.13 , 14.00 , 147 , 84.16
61937 , 3.93 , -0.10 , 55.50 , 11.50 , 138 , 84.16
62004 , 0.85 , 2.47 , 59.13 , 6.00 , 147 , 81.94
62069 , -3.13 , 0.10 , 59.13 , 13.25 , 147 , 83.44
62136 , 6.10 , -2.13 , 58.38 , 11.75 , 145 , 84.58
62201 , 2.84 , -1.82 , 59.13 , 51.75 , 147 , 96.01
62268 , -2.51 , 1.48 , 58.38 , 50.75 , 145 , 94.79
62333 , -28.60 , -1.05 , 59.13 , 12.75 , 147 , 78.96
62399 , -31.38 , 3.17 , 56.25 , 11.25 , 140 , 77.77
62466 , -11.01 , 2.32 , 58.25 , 5.50 , 145 , 79.75
62531 , 3.41 , 3.37 , 59.13 , 13.00 , 147 , 84.48
62597 , 8.51 , -1.87 , 58.38 , 11.25 , 145 , 84.84
62663 , -0.67 , -1.90 , 59.13 , 7.50 , 147 , 82.14
62729 , -2.90 , -1.37 , 58.38 , 11.25 , 145 , 82.88
62795 , -8.93 , 0.69 , 59.25 , 13.00 , 148 , 82.39
62861 , 2.18 , 2.57 , 59.13 , 13.00 , 147 , 84.27
62927 , 0.53 , 0.49 , 58.25 , 11.25 , 145 , 83.47
62993 , 0.48 , -2.37 , 59.13 , 13.00 , 147 , 83.98
63058 , -8.23 , -1.23 , 55.50 , 11.25 , 138 , 81.88
63125 , -1.79 , -0.27 , 59.13 , 7.00 , 147 , 81.79
63191 , 1.59 , 1.95 , 58.63 , 11.25 , 146 , 83.65
63257 , 3.25 , -1.90 , 58.38 , 11.25 , 145 , 83.93
63323 , 6.45 , -2.73 , 59.13 , 13.00 , 147 , 85.00
63388 , 10.16 , 0.43 , 58.38 , 11.25 , 145 , 85.13
63455 , 1.29 , -1.38 , 59.13 , 13.00 , 147 , 84.12
63520 , -3.24 , -2.30 , 58.38 , 11.25 , 145 , 82.82
63587 , -4.79 , 3.63 , 59.13 , 13.00 , 147 , 83.09
63652 , 3.87 , -2.12 , 59.13 , 13.00 , 147 , 84.56
63719 , -1.72 , 1.75 , 55.50 , 11.25 , 138 , 83.06
63784 , -6.46 , -1.82 , 59.13 , 7.25 , 147 , 81.08
63850 , -2.93 , -3.92 , 58.38 , 11.25 , 145 , 82.87
63917 , -0.45 , -2.16 , 59.13 , 13.00 , 147 , 83.82
63982 , 2.72 , -0.98 , 58.38 , 11.25 , 145 , 83.84
64049 , -2.84 , -0.18 , 59.13 , 11.50 , 147 , 82.97
64114 , 8.84 , -0.40 , 59.25 , 12.75 , 148 , 85.32
64181 , -3.04 , -0.24 , 55.38 , 11.25 , 138 , 82.82
64246 , -2.41 , -0.02 , 59.13 , 7.25 , 147 , 81.77
64312 , -2.61 , -0.32 , 58.38 , 11.25 , 145 , 82.93
64378 , 5.69 , 1.72 , 56.38 , 13.00 , 140 , 84.92
64444 , 0.93 , -2.00 , 59.13 , 5.75 , 147 , 81.88
64510 , -0.62 , -2.26 , 58.38 , 11.50 , 145 , 83.34
64576 , 4.09 , -0.45 , 59.13 , 13.00 , 147 , 84.60
64642 , 3.54 , -0.09 , 58.38 , 11.50 , 145 , 84.06
64708 , 3.08 , 0.86 , 59.13 , 13.00 , 147 , 84.42
64774 , -4.63 , -2.22 , 58.38 , 11.25 , 145 , 82.58
64840 , -1.76 , 3.72 , 56.25 , 11.25 , 140 , 83.06
64906 , -2.06 , 2.12 , 59.13 , 7.25 , 147 , 81.83
64972 , 0.26 , -2.72 , 58.38 , 11.25 , 145 , 83.42
