Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
21912 , -1.09 , 0.71 , 74.62 , 0.00 , 186 , 84.87
21979 , -9.12 , -1.68 , 75.50 , -4.25 , 188 , 82.41
22044 , -4.37 , -1.67 , 74.62 , 0.00 , 186 , 82.45
22110 , -1.45 , -0.85 , 75.50 , 1.50 , 188 , 82.58
22176 , -2.19 , 0.17 , 74.75 , -4.00 , 186 , 80.88
22242 , -0.06 , -0.57 , 75.37 , 0.00 , 188 , 81.52
22308 , 11.35 , -3.34 , 74.75 , 7.50 , 186 , 84.98
22374 , 4.35 , -0.77 , 69.25 , 21.50 , 173 , 90.26
22440 , -3.35 , -1.56 , 75.62 , 27.25 , 189 , 92.64
22506 , -19.76 , 0.87 , 74.62 , 42.75 , 186 , 96.54
22573 , -27.18 , 1.00 , 75.50 , 47.50 , 188 , 97.74
22638 , -42.72 , -2.61 , 74.75 , 39.75 , 186 , 94.19
22704 , -45.63 , -2.95 , 75.50 , 46.25 , 188 , 93.25
22770 , -50.07 , 0.80 , 74.75 , 50.00 , 186 , 91.83
22836 , -53.49 , 0.07 , 75.37 , 41.75 , 188 , 86.98
22902 , -55.77 , 0.12 , 75.00 , 39.00 , 187 , 82.80
22968 , -33.44 , -3.50 , 74.75 , 16.00 , 186 , 76.02
23033 , -19.62 , 2.25 , 72.75 , 0.75 , 181 , 71.10
23100 , -8.69 , 1.51 , 74.75 , 2.00 , 186 , 70.64
23165 , 25.97 , -1.05 , 74.75 , 0.50 , 186 , 74.11
23232 , 41.14 , -0.64 , 75.62 , 2.00 , 189 , 80.18
23298 , 29.14 , -1.89 , 74.75 , -5.25 , 186 , 82.23
23363 , 35.60 , -1.82 , 75.50 , 2.00 , 188 , 88.28
23430 , 19.49 , -1.55 , 69.00 , 0.50 , 172 , 90.42
23495 , -4.00 , -0.91 , 62.75 , 0.50 , 156 , 89.63
23562 , -17.00 , 1.13 , 63.50 , 2.00 , 158 , 87.55
23627 , -15.67 , -0.77 , 60.63 , 0.50 , 151 , 85.00
23694 , -12.82 , -1.62 , 55.00 , 2.00 , 137 , 83.76
23759 , -17.37 , -3.29 , 49.00 , 0.50 , 122 , 81.03
23825 , -11.14 , -1.38 , 46.50 , 2.25 , 116 , 80.38
23891 , -5.15 , -1.18 , 44.50 , 2.00 , 111 , 79.87
23957 , 0.16 , 1.50 , 42.25 , -11.25 , 105 , 73.23
24024 , 0.65 , 0.25 , 42.25 , 1.75 , 105 , 79.17
24089 , 25.74 , 1.70 , 37.25 , -1.25 , 93 , 81.05
24156 , 21.58 , 1.09 , 34.50 , -4.50 , 86 , 81.11
24221 , 14.15 , -2.12 , 37.50 , -15.25 , 93 , 75.97
24287 , 9.36 , -3.50 , 37.50 , -19.50 , 93 , 72.91
24353 , 18.53 , -2.61 , 37.50 , -27.75 , 93 , 68.10
24419 , 25.56 , -0.09 , 36.63 , -37.00 , 91 , 61.82
24484 , 32.61 , 0.13 , 37.50 , -58.00 , 93 , 50.05
24551 , 45.81 , -1.08 , 37.38 , -73.50 , 93 , 50.00
24616 , 68.21 , -1.18 , 37.50 , -79.00 , 93 , 50.00
24683 , 79.19 , -1.04 , 37.50 , -73.50 , 93 , 50.00
24749 , 88.28 , -2.68 , 36.75 , -73.50 , 91 , 50.00
24815 , 90.99 , -2.46 , 34.75 , -73.75 , 86 , 50.00
24881 , 93.20 , 0.62 , 36.75 , -75.00 , 91 , 56.46
24946 , 100.10 , -1.39 , 37.50 , -73.50 , 93 , 59.32
25013 , 95.58 , 0.92 , 37.38 , -73.50 , 93 , 59.32
25078 , 90.03 , -2.62 , 37.50 , -79.50 , 93 , 56.00
25145 , 85.70 , -2.55 , 37.50 , -73.50 , 93 , 59.32
25210 , 80.48 , -0.96 , 36.63 , -75.25 , 91 , 56.32
25277 , 91.38 , 0.00 , 37.50 , -79.00 , 93 , 56.27
25342 , 95.07 , -1.85 , 37.50 , -75.25 , 93 , 58.35
25408 , 94.66 , -0.47 , 37.50 , -73.75 , 93 , 59.18
25475 , 95.67 , 0.75 , 34.75 , -73.50 , 86 , 51.41
25540 , 83.21 , -3.02 , 36.63 , -73.50 , 91 , 57.33
25607 , 85.27 , -2.51 , 37.50 , -73.50 , 93 , 59.32
25672 , 92.08 , -1.02 , 36.75 , -75.00 , 91 , 56.46
25738 , 95.90 , 0.49 , 37.50 , -79.50 , 93 , 56.00
25804 , 95.87 , 1.86 , 37.50 , -75.00 , 93 , 58.49
25870 , 98.78 , -1.15 , 37.50 , -73.25 , 93 , 59.46
25936 , 100.53 , 1.96 , 34.50 , -73.50 , 86 , 51.41
26002 , 95.26 , -0.44 , 36.75 , -73.50 , 91 , 57.33
26068 , 77.13 , 1.56 , 37.50 , -73.50 , 93 , 59.32
26134 , 87.01 , -0.64 , 33.88 , -75.25 , 84 , 50.00
26200 , 86.24 , 0.25 , 37.50 , -73.50 , 93 , 59.32
26266 , 86.67 , -2.09 , 37.50 , -73.50 , 93 , 59.32
26332 , 93.37 , -1.46 , 37.50 , -73.50 , 93 , 59.32
26398 , 94.96 , 1.28 , 37.50 , -79.25 , 93 , 56.14
26464 , 103.21 , -0.69 , 36.75 , -73.50 , 91 , 57.33
26530 , 97.05 , 0.27 , 37.50 , -73.50 , 93 , 59.32
26596 , 80.67 , 0.72 , 33.75 , -75.00 , 84 , 50.00
26661 , 87.38 , -0.79 , 37.50 , -73.50 , 93 , 59.32
26728 , 83.47 , -0.56 , 37.50 , -73.75 , 93 , 59.18
26793 , 88.58 , 0.58 , 37.50 , -73.50 , 93 , 59.32
26860 , 87.74 , -0.49 , 37.50 , -73.50 , 93 , 59.32
26926 , 94.14 , 0.55 , 36.63 , -73.50 , 91 , 57.33
26992 , 96.45 , 0.36 , 37.50 , -73.50 , 93 , 59.32
27058 , 89.06 , -0.86 , 36.75 , -80.75 , 91 , 53.13
27123 , 82.87 , -0.21 , 37.50 , -73.50 , 93 , 59.32
27190 , 81.59 , 0.54 , 37.63 , -73.50 , 94 , 60.24
27255 , 87.81 , 0.68 , 31.87 , -73.50 , 79 , 50.00
27322 , 91.28 , -0.18 , 37.50 , -73.50 , 93 , 59.32
27387 , 90.99 , 1.33 , 36.63 , -74.00 , 91 , 57.04
27454 , 94.73 , -2.72 , 37.50 , -73.50 , 93 , 59.32
27520 , 79.80 , -1.83 , 36.75 , -75.00 , 91 , 56.46
27585 , 87.19 , -2.01 , 37.50 , -73.50 , 93 , 59.32
27652 , 84.39 , 1.22 , 37.38 , -73.50 , 93 , 59.32
27717 , 90.12 , -1.21 , 36.75 , -79.00 , 91 , 54.14
27784 , 88.35 , 1.24 , 37.50 , -73.50 , 93 , 59.32
27849 , 89.96 , -0.18 , 36.75 , -75.25 , 91 , 56.32
27916 , 84.82 , 3.58 , 34.63 , -73.50 , 86 , 51.41
27981 , 90.46 , -0.47 , 37.50 , -74.50 , 93 , 58.77
28047 , 96.38 , -0.29 , 37.50 , -73.50 , 93 , 59.32
28113 , 97.21 , 0.41 , 37.50 , -73.50 , 93 , 59.32
28179 , 85.84 , -1.76 , 36.75 , -79.25 , 91 , 54.00
28246 , 90.97 , 0.01 , 37.50 , -73.50 , 93 , 59.32
28311 , 90.61 , 0.36 , 36.75 , -75.25 , 91 , 56.32
28377 , 95.09 , -0.35 , 37.50 , -73.50 , 93 , 59.32
28443 , 91.23 , -0.64 , 37.50 , -73.50 , 93 , 59.32
28509 , 89.96 , -0.32 , 37.50 , -73.50 , 93 , 59.32
28575 , 93.52 , 1.78 , 34.75 , -73.50 , 86 , 51.41
28641 , 91.34 , 1.37 , 36.63 , -73.50 , 91 , 57.33
28707 , 91.46 , 0.60 , 37.50 , -73.50 , 93 , 59.32
28773 , 81.55 , 2.81 , 36.75 , -75.25 , 91 , 56.32
28838 , 80.89 , 0.44 , 37.50 , -79.25 , 93 , 56.14
28905 , 89.38 , -1.70 , 37.50 , -73.50 , 93 , 59.32
28971 , 87.37 , 0.51 , 37.50 , -73.75 , 93 , 59.18
29037 , 92.29 , -1.62 , 34.63 , -73.50 , 86 , 51.41
29103 , 99.25 , 1.05 , 36.75 , -73.25 , 91 , 57.48
29169 , 97.36 , -1.13 , 37.50 , -73.50 , 93 , 59.32
29235 , 84.60 , -2.48 , 36.75 , -75.00 , 91 , 56.46
29300 , 83.68 , 0.27 , 37.50 , -73.75 , 93 , 59.18
29367 , 78.79 , 0.54 , 37.50 , -73.50 , 93 , 59.32
29432 , 85.62 , -0.62 , 37.50 , -73.50 , 93 , 59.32
29499 , 90.07 , 0.29 , 37.50 , -79.00 , 93 , 56.27
29564 , 94.18 , 1.02 , 36.75 , -74.25 , 91 , 56.90
29631 , 102.79 , -1.59 , 37.50 , -73.50 , 93 , 59.32
29697 , 98.50 , 1.22 , 33.88 , -75.00 , 84 , 50.00
29762 , 90.53 , -2.65 , 37.50 , -73.50 , 93 , 59.32
29829 , 84.80 , -3.21 , 37.50 , -73.50 , 93 , 59.32
29894 , 87.77 , 0.14 , 37.50 , -73.25 , 93 , 59.46
29961 , 92.85 , 0.60 , 37.50 , -73.50 , 93 , 59.32
30026 , 98.17 , 0.94 , 36.75 , -75.00 , 91 , 56.46
30093 , 99.28 , -1.19 , 37.50 , -73.50 , 93 , 59.32
30158 , 97.13 , -1.78 , 37.50 , -80.25 , 93 , 55.58
30224 , 93.70 , -0.70 , 37.38 , -73.50 , 93 , 59.32
30290 , 96.68 , -0.32 , 37.50 , -33.75 , 93 , 81.32
30357 , 102.40 , 1.10 , 34.63 , 2.25 , 86 , 101.49
30423 , 68.22 , -0.36 , 37.50 , 2.00 , 93 , 101.11
30488 , 13.08 , 3.06 , 37.50 , 0.50 , 93 , 100.28
30555 , -18.59 , -1.18 , 37.50 , 2.00 , 93 , 98.22
30620 , -32.46 , -0.15 , 36.63 , -5.50 , 91 , 88.56
30686 , -33.19 , 1.98 , 37.50 , 2.00 , 93 , 88.28
30752 , -28.73 , -1.90 , 36.75 , 0.50 , 91 , 83.48
30818 , -30.40 , 1.22 , 37.50 , -3.50 , 93 , 76.81
30884 , -16.20 , -0.95 , 37.50 , 2.00 , 93 , 77.94
30950 , -3.82 , 2.30 , 37.50 , 0.50 , 93 , 76.76
31016 , 0.67 , 3.03 , 34.63 , 2.00 , 86 , 78.19
31082 , 7.41 , 1.82 , 36.75 , 0.50 , 91 , 78.28
31148 , 6.00 , 0.98 , 37.50 , -4.50 , 93 , 75.94
31214 , 5.83 , -1.91 , 37.50 , -19.75 , 93 , 66.48
31280 , 8.33 , -2.32 , 37.50 , -27.50 , 93 , 60.85
31346 , 26.89 , -0.41 , 37.50 , -23.75 , 93 , 64.44
31412 , 42.65 , -0.47 , 36.75 , -27.50 , 91 , 64.79
31478 , 59.81 , 1.72 , 34.63 , -25.75 , 86 , 69.13
31544 , 50.72 , -0.54 , 36.63 , -23.75 , 91 , 76.73
31609 , 49.63 , 0.49 , 37.50 , -12.75 , 93 , 88.41
31676 , 46.50 , -1.91 , 34.75 , -4.75 , 86 , 96.86
31741 , 13.31 , -0.96 , 37.50 , 1.00 , 93 , 100.55
31808 , -11.97 , 2.57 , 37.50 , 1.75 , 93 , 98.86
31874 , -31.24 , -0.96 , 36.63 , 0.25 , 91 , 93.42
31940 , -36.12 , -1.35 , 37.50 , -3.75 , 93 , 85.64
32006 , -33.37 , -1.80 , 36.63 , 0.50 , 91 , 83.33
32071 , -24.18 , -1.61 , 37.50 , -4.25 , 93 , 77.05
32138 , -17.68 , 2.17 , 34.63 , -11.50 , 86 , 68.37
32203 , 1.72 , -2.07 , 37.50 , -17.00 , 93 , 65.38
32270 , 11.83 , 6.28 , 37.50 , -16.00 , 93 , 66.19
32335 , 30.06 , 0.92 , 36.75 , -17.50 , 91 , 67.36
32402 , 41.51 , 1.38 , 37.50 , -16.50 , 93 , 72.42
32467 , 43.15 , -2.21 , 37.50 , -17.50 , 93 , 75.90
32533 , 41.49 , 2.40 , 37.50 , -16.00 , 93 , 80.54
32600 , 38.80 , -2.01 , 37.50 , -20.00 , 93 , 81.29
32665 , 24.80 , -3.36 , 36.75 , -10.50 , 91 , 88.16
32732 , 19.18 , -3.58 , 37.50 , -2.25 , 93 , 94.84
32797 , 9.11 , -2.97 , 36.75 , 0.25 , 91 , 96.91
32863 , -11.69 , -2.29 , 37.50 , 2.00 , 93 , 95.96
32929 , -19.55 , -3.11 , 36.75 , 0.25 , 91 , 91.95
32995 , -23.66 , 0.74 , 37.38 , 2.00 , 93 , 89.59
33061 , -18.98 , -0.52 , 37.50 , -4.00 , 93 , 83.11
33127 , -26.28 , -3.08 , 37.50 , 0.25 , 93 , 81.84
33193 , -16.00 , -1.38 , 37.50 , 2.00 , 93 , 80.86
33259 , -10.43 , 3.45 , 36.75 , -5.25 , 91 , 74.85
33325 , -0.60 , -3.78 , 37.50 , 2.00 , 93 , 79.17
33391 , 3.72 , -0.39 , 37.38 , 0.50 , 93 , 78.95
33457 , 11.02 , -3.40 , 34.75 , 1.75 , 86 , 81.49
33523 , 2.27 , -3.37 , 37.50 , 2.00 , 93 , 81.92
33589 , 2.51 , -2.30 , 36.63 , 0.25 , 91 , 81.28
33655 , 4.71 , -3.02 , 37.50 , 1.75 , 93 , 82.84
33721 , 2.80 , 2.99 , 36.63 , -5.75 , 91 , 78.31
33786 , 3.75 , 2.28 , 37.50 , 2.00 , 93 , 83.37
33853 , 6.38 , -0.40 , 37.50 , 0.25 , 93 , 83.20
33918 , 1.68 , 2.00 , 34.50 , -5.00 , 86 , 79.42
33985 , 0.17 , -1.56 , 37.50 , 2.00 , 93 , 83.95
34051 , 4.34 , 3.70 , 36.63 , 0.50 , 91 , 83.65
34117 , 0.30 , -0.18 , 34.63 , 2.00 , 86 , 84.80
34183 , 0.57 , 2.68 , 36.75 , 0.25 , 91 , 83.61
34248 , -0.62 , 3.90 , 37.50 , 2.00 , 93 , 84.56
34315 , -2.14 , -0.47 , 39.75 , 0.50 , 99 , 83.34
34380 , -2.60 , -1.30 , 43.38 , -5.25 , 108 , 80.02
34447 , -4.87 , -0.31 , 43.38 , 2.00 , 108 , 82.46
34512 , -1.32 , 0.83 , 42.75 , 0.50 , 106 , 81.67
34579 , 5.55 , 2.82 , 42.38 , 1.75 , 105 , 83.06
34644 , 3.05 , -4.55 , 45.63 , 0.50 , 114 , 82.87
34710 , 3.58 , -1.87 , 48.50 , 2.00 , 121 , 83.92
34777 , 2.30 , 0.57 , 45.63 , 2.00 , 114 , 84.37
34842 , 1.69 , -0.84 , 48.50 , 0.50 , 121 , 83.95
34909 , -2.02 , -3.27 , 48.50 , 1.75 , 121 , 84.13
34974 , -3.07 , 3.65 , 47.63 , 0.25 , 119 , 83.14
35041 , -2.23 , -0.80 , 48.38 , -3.50 , 120 , 81.15
35106 , -6.13 , -1.18 , 47.75 , 0.50 , 119 , 81.67
35172 , -6.01 , 0.97 , 48.50 , 2.00 , 121 , 81.51
35238 , 4.85 , 1.60 , 45.50 , 2.00 , 113 , 82.39
35304 , 4.28 , -0.13 , 48.38 , 0.25 , 120 , 82.25
35371 , 0.21 , 0.87 , 48.50 , 1.75 , 121 , 82.87
35436 , 0.86 , -0.29 , 47.63 , 0.00 , 119 , 82.32
35502 , 1.76 , 4.71 , 48.50 , -6.00 , 121 , 79.92
35568 , 6.96 , -1.31 , 47.63 , -14.25 , 119 , 76.55
35634 , 3.11 , -1.44 , 48.50 , -14.50 , 121 , 75.62
35700 , 12.73 , 0.98 , 48.38 , -21.50 , 120 , 72.85
35766 , 14.11 , -2.11 , 47.63 , -16.00 , 119 , 75.02
35832 , 26.70 , -0.36 , 48.50 , -13.25 , 121 , 78.35
35898 , 24.40 , 0.52 , 44.88 , -12.50 , 112 , 79.97
35963 , 24.76 , 2.47 , 48.38 , -11.00 , 120 , 83.09
36030 , 17.22 , 2.96 , 48.38 , -10.25 , 120 , 84.46
36096 , 6.92 , -0.88 , 48.50 , -4.00 , 121 , 86.88
36162 , 7.34 , -0.49 , 48.38 , -4.00 , 120 , 87.20
36228 , 0.22 , -2.04 , 47.63 , 0.25 , 119 , 88.41
36294 , -13.31 , -0.05 , 48.50 , 1.75 , 121 , 87.04
36360 , -13.55 , 2.86 , 47.75 , -5.25 , 119 , 82.16
36425 , -2.26 , -2.24 , 48.50 , 2.00 , 121 , 84.40
36492 , -4.22 , 1.54 , 47.88 , 0.25 , 119 , 83.15
36557 , -9.27 , -0.41 , 45.63 , 0.25 , 114 , 81.88
36624 , -6.90 , 0.52 , 48.38 , 2.00 , 120 , 81.67
36689 , -9.41 , -0.26 , 47.63 , 0.25 , 119 , 79.84
36756 , 7.46 , -1.00 , 48.38 , 2.00 , 120 , 81.61
36822 , 6.26 , -1.40 , 47.63 , -5.75 , 119 , 79.21
36887 , -0.03 , -1.90 , 48.50 , 1.75 , 121 , 81.90
36954 , -0.35 , 0.70 , 48.50 , 1.75 , 121 , 81.97
37019 , 7.61 , -0.01 , 45.50 , 0.25 , 113 , 82.46
37086 , 11.89 , 0.20 , 48.38 , 2.00 , 120 , 84.75
37151 , 7.74 , -2.49 , 47.63 , 0.25 , 119 , 85.05
37218 , -3.48 , 0.86 , 45.63 , 1.75 , 114 , 85.15
37283 , -2.78 , 0.10 , 47.63 , 0.25 , 119 , 84.10
37349 , -4.16 , -1.41 , 48.38 , 1.75 , 120 , 84.09
37415 , -5.19 , 1.02 , 48.38 , 1.75 , 120 , 83.45
37481 , -11.29 , -1.25 , 48.50 , -5.50 , 121 , 78.92
37548 , -14.78 , 0.67 , 48.38 , 1.75 , 120 , 79.54
37613 , 9.83 , 1.20 , 47.75 , 0.25 , 119 , 80.39
37680 , 13.42 , -1.12 , 45.63 , 1.75 , 114 , 82.85
37745 , 5.99 , -0.27 , 47.63 , 0.50 , 119 , 83.14
37811 , 5.08 , 2.57 , 48.50 , 2.00 , 121 , 84.40
37877 , 2.73 , 3.14 , 48.50 , 1.75 , 121 , 84.71
37943 , 0.36 , 1.01 , 47.63 , 0.25 , 119 , 84.15
38009 , -1.97 , 0.53 , 48.38 , 1.75 , 120 , 84.42
38075 , -7.11 , -0.59 , 47.63 , 0.25 , 119 , 82.87
38141 , -9.26 , -2.58 , 48.38 , -3.75 , 120 , 79.88
38207 , 4.45 , 1.25 , 47.63 , 0.25 , 119 , 81.82
38273 , 9.98 , 2.22 , 48.38 , 0.25 , 120 , 83.08
38339 , 4.71 , -1.60 , 45.50 , 1.75 , 113 , 84.35
38405 , -1.10 , -1.85 , 47.75 , 0.25 , 119 , 83.54
38471 , 0.26 , 0.27 , 48.38 , 1.75 , 120 , 84.13
38537 , 0.28 , 1.56 , 47.63 , 0.50 , 119 , 83.67
38602 , -2.67 , -0.76 , 48.38 , -4.00 , 120 , 81.31
38669 , -4.86 , 1.85 , 47.63 , 0.25 , 119 , 82.04
38734 , -3.26 , -0.75 , 48.38 , 0.25 , 120 , 81.58
38801 , 4.13 , -1.21 , 48.38 , -3.75 , 120 , 80.37
38866 , 9.21 , -0.46 , 47.63 , 0.25 , 119 , 82.90
38933 , 2.63 , -2.58 , 48.38 , 1.75 , 120 , 83.82
38999 , 4.13 , -1.07 , 45.00 , 0.25 , 112 , 83.78
39064 , 3.16 , -0.05 , 48.50 , 1.75 , 121 , 84.73
39131 , 5.64 , -1.49 , 48.38 , 1.75 , 120 , 85.51
39196 , -1.74 , -1.70 , 48.50 , 0.25 , 121 , 84.63
39263 , -9.13 , -0.83 , 48.38 , -4.00 , 120 , 81.44
39328 , -9.31 , 0.46 , 47.50 , 0.25 , 118 , 81.60
39395 , 2.26 , -2.17 , 48.50 , 2.00 , 121 , 82.62
39460 , 5.92 , 2.25 , 44.63 , -4.75 , 111 , 80.37
39526 , 2.32 , -1.62 , 48.50 , 4.00 , 121 , 84.17
39592 , 1.47 , 3.96 , 48.38 , 2.25 , 120 , 83.90
39658 , 4.73 , 2.31 , 44.88 , 0.75 , 112 , 84.02
39725 , -0.89 , 1.70 , 48.38 , 2.00 , 120 , 84.35
39790 , -2.94 , -0.68 , 47.63 , 0.75 , 119 , 83.49
39857 , -8.51 , 1.02 , 48.38 , 2.50 , 120 , 83.10
39922 , -8.21 , -1.32 , 47.63 , 2.25 , 119 , 82.06
39988 , -0.13 , -0.17 , 48.38 , 21.75 , 120 , 90.63
40054 , 3.50 , 2.59 , 48.38 , 22.50 , 120 , 93.32
40120 , -16.45 , -0.12 , 45.50 , 13.50 , 113 , 89.66
40186 , -26.98 , 0.18 , 48.38 , 2.25 , 120 , 81.82
40252 , -24.08 , -3.30 , 47.63 , 0.50 , 119 , 78.06
40318 , -7.67 , 3.88 , 45.63 , 2.25 , 114 , 78.00
40384 , 7.68 , -0.76 , 47.63 , 0.75 , 119 , 78.62
40450 , -0.19 , -2.25 , 48.50 , 0.75 , 121 , 78.71
40516 , 4.23 , 0.91 , 48.38 , 2.25 , 120 , 80.05
40582 , 7.21 , 1.08 , 47.63 , -5.00 , 119 , 78.07
40648 , 11.65 , -1.06 , 48.38 , 2.00 , 120 , 82.18
40714 , 8.02 , -0.28 , 47.63 , 0.50 , 119 , 82.74
40779 , 1.37 , -1.73 , 45.63 , 2.25 , 114 , 83.71
40846 , 4.17 , -1.41 , 48.50 , 1.00 , 121 , 83.76
40911 , 2.93 , -0.10 , 48.38 , 0.50 , 120 , 83.91
40978 , 2.20 , -1.51 , 48.38 , 2.25 , 120 , 84.89
41043 , -6.40 , 0.11 , 47.63 , -0.25 , 119 , 83.05
41110 , -3.83 , 3.25 , 48.38 , 2.00 , 120 , 83.39
41176 , -1.23 , -1.52 , 47.63 , 0.50 , 119 , 82.68
41241 , -2.84 , -1.67 , 48.38 , -3.50 , 120 , 80.53
41308 , -1.44 , 0.05 , 48.38 , 2.25 , 120 , 82.45
41373 , -0.41 , -1.91 , 48.38 , 0.50 , 120 , 81.79
41440 , -5.46 , 2.66 , 45.63 , 2.25 , 114 , 81.88
41505 , 2.28 , -3.69 , 47.63 , 0.50 , 119 , 81.53
41572 , 3.74 , 0.51 , 48.38 , 2.25 , 120 , 82.78
41637 , -1.65 , -2.38 , 47.63 , 0.50 , 119 , 81.94
41703 , 1.02 , 0.68 , 48.50 , -3.75 , 121 , 80.24
41769 , 0.83 , 3.01 , 48.38 , 2.25 , 120 , 82.53
41835 , 5.06 , -1.00 , 47.75 , 0.75 , 119 , 82.71
41902 , 4.72 , -2.68 , 48.38 , -3.50 , 120 , 81.48
41967 , -2.64 , -0.63 , 47.63 , 0.75 , 119 , 82.56
42033 , -0.98 , -1.88 , 48.38 , 2.25 , 120 , 83.07
42099 , 5.84 , -1.99 , 44.75 , 0.50 , 111 , 83.24
42165 , 6.23 , -2.33 , 48.38 , 0.50 , 120 , 83.98
42231 , -0.67 , -1.45 , 48.38 , 2.00 , 120 , 84.46
42297 , -0.63 , 1.20 , 47.63 , 0.75 , 119 , 83.90
42363 , -5.83 , 0.40 , 48.38 , -1.25 , 120 , 82.21
42429 , 2.29 , 0.92 , 47.63 , 30.50 , 119 , 96.19
42496 , -0.18 , -3.31 , 48.38 , 72.25 , 120 , 110.00
42561 , -32.66 , -1.41 , 44.75 , 65.00 , 111 , 110.00
42628 , -60.47 , -0.21 , 48.38 , 70.50 , 120 , 110.00
42693 , -72.31 , -3.05 , 47.63 , 70.25 , 119 , 110.00
42760 , -71.15 , -1.99 , 45.63 , 70.25 , 114 , 110.00
42825 , -84.75 , 3.60 , 48.25 , 71.75 , 120 , 104.62
42891 , -90.26 , -0.48 , 48.38 , 70.50 , 120 , 98.79
42957 , -87.78 , 0.44 , 48.38 , 71.75 , 120 , 94.43
43023 , -77.82 , -0.18 , 47.63 , 59.00 , 119 , 85.89
43089 , -68.33 , -0.62 , 48.63 , 70.50 , 121 , 87.17
43155 , -57.26 , -0.11 , 48.75 , 70.25 , 121 , 86.56
43220 , -46.99 , 2.28 , 53.00 , 70.25 , 132 , 84.24
43287 , -34.59 , 0.36 , 60.63 , 72.00 , 151 , 83.47
43353 , -31.67 , 0.32 , 63.63 , 70.50 , 159 , 84.64
43419 , -28.86 , 3.25 , 61.00 , 72.00 , 152 , 89.29
43485 , -25.00 , -3.01 , 64.00 , 70.25 , 160 , 91.13
43551 , -29.25 , 2.00 , 67.50 , 70.50 , 168 , 92.89
43617 , -36.51 , 2.51 , 72.12 , 70.50 , 180 , 93.35
43682 , -49.16 , -1.58 , 80.12 , 65.00 , 200 , 90.26
43749 , -53.48 , 1.55 , 84.12 , 72.25 , 210 , 90.31
43814 , -47.64 , 1.29 , 87.87 , 70.50 , 219 , 89.73
43881 , -48.72 , -1.82 , 90.50 , 72.25 , 226 , 89.82
43947 , -50.85 , 1.33 , 95.12 , 70.50 , 237 , 88.83
44013 , -43.66 , 2.14 , 99.00 , 70.75 , 247 , 89.18
44079 , -36.16 , 0.94 , 99.00 , 70.75 , 247 , 90.93
44144 , -48.89 , 1.28 , 100.00 , 64.75 , 250 , 89.53
44211 , -42.72 , -2.95 , 100.00 , 72.25 , 250 , 91.42
44276 , -43.36 , 1.43 , 100.00 , 70.75 , 250 , 91.95
44343 , -46.86 , 2.98 , 100.00 , 64.75 , 250 , 90.91
44408 , -59.93 , 0.21 , 100.00 , 69.75 , 250 , 89.96
44475 , -52.81 , -1.14 , 100.00 , 70.50 , 250 , 89.54
44540 , -51.68 , 2.06 , 100.00 , 70.50 , 250 , 89.19
44606 , -50.51 , -1.90 , 100.00 , 70.25 , 250 , 88.96
44673 , -45.88 , -3.93 , 100.00 , 71.75 , 250 , 89.69
44738 , -43.90 , -0.89 , 100.00 , 70.25 , 250 , 90.17
44805 , -53.59 , -0.15 , 100.00 , 64.75 , 250 , 88.37
44870 , -43.52 , -0.15 , 100.00 , 70.25 , 250 , 89.75
44937 , -42.95 , 1.57 , 100.00 , 70.50 , 250 , 90.58
45002 , -51.89 , 3.89 , 100.00 , 66.25 , 250 , 89.27
45068 , -44.47 , 1.39 , 100.00 , 70.25 , 250 , 90.32
45134 , -43.76 , -1.68 , 100.00 , 72.00 , 250 , 91.34
45200 , -49.54 , 2.69 , 100.00 , 70.25 , 250 , 90.99
45266 , -58.16 , -1.69 , 100.00 , 70.25 , 250 , 89.74
45332 , -52.72 , 4.57 , 100.00 , 70.25 , 250 , 89.23
45399 , -57.99 , -1.14 , 100.00 , 70.50 , 250 , 88.11
45464 , -50.21 , -1.33 , 100.00 , 66.25 , 250 , 87.10
45530 , -83.66 , -19.60 , 100.00 , 70.25 , 250 , 83.11
45596 , 117.69 , 10.86 , 100.00 , 71.75 , 250 , 105.97
45662 , 118.86 , -1.52 , 100.00 , 70.25 , 250 , 108.36
45728 , 71.06 , 2.82 , 100.00 , 70.00 , 250 , 108.33
45794 , 41.31 , 5.19 , 100.00 , 70.25 , 250 , 108.36
45860 , -17.69 , -9.45 , 100.00 , 70.50 , 250 , 108.39
45926 , 28.22 , -1.90 , 100.00 , 72.00 , 250 , 108.57
45991 , 22.68 , -0.02 , 100.00 , 70.25 , 250 , 108.36
46058 , 22.55 , 1.16 , 100.00 , 71.50 , 250 , 108.51
46124 , 15.29 , -0.29 , 78.75 , 20.00 , 196 , 103.26
